video,label
dataset_root/hmdb51/shoot_gun/DefensivePistolShootingTechniques_shoot_gun_f_nm_np1_fr_med_0.mp4,217
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_cm_np1_ri_bad_37.mp4,187
dataset_root/hmdb51/pour/Bottoms_Up_-_Bartending_Lesson__The_Margarita!_pour_u_nm_np1_fr_goo_2.mp4,195
dataset_root/hmdb51/push/Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ba_bad_4.mp4,198
dataset_root/hmdb51/dribble/AdamandAlvonplayingbasketball1_dribble_f_cm_np1_le_med_8.mp4,211
dataset_root/hmdb51/shoot_gun/shooting_shoot_gun_u_nm_np1_le_med_1.mp4,217
dataset_root/hmdb51/punch/The_Matrix_Revolutions_6_punch_u_nm_np1_le_med_5.mp4,223
dataset_root/hmdb51/run/BLACK_HAWK_DOWN_run_f_cm_np1_ba_med_30.mp4,212
dataset_root/hmdb51/fencing/Rapier_and_Rotella_(Shield)_Second_Bout_Nick_vs__Gareth_fencing_f_cm_np2_le_bad_1.mp4,177
dataset_root/hmdb51/eat/AMADEUS_eat_u_nm_np1_fr_med_6.mp4,220
dataset_root/hmdb51/walk/The_Fugitive_2_walk_f_cm_np1_ba_med_6.mp4,181
dataset_root/hmdb51/walk/TheBoondockSaints_walk_f_nm_np1_fr_med_41.mp4,181
dataset_root/hmdb51/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_bad_4.mp4,211
dataset_root/hmdb51/punch/PracticingBoxingonaDoubleEndBag-LeadRightwithaHook_punch_u_nm_np1_fr_med_0.mp4,223
dataset_root/hmdb51/throw/baseballpitchslowmotion_throw_f_nm_np1_fr_med_0.mp4,199
dataset_root/hmdb51/walk/happy_go_lovely_walk_u_cm_np1_ri_med_7.mp4,181
dataset_root/hmdb51/pick/Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_2.mp4,174
dataset_root/hmdb51/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_bad_4.mp4,219
dataset_root/hmdb51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_4.mp4,188
dataset_root/hmdb51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_5.mp4,188
dataset_root/hmdb51/sword_exercise/samurai_sword_action_lesson_preview_sword_exercise_f_cm_np1_le_med_3.mp4,180
dataset_root/hmdb51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_8.mp4,188
dataset_root/hmdb51/smile/show_your_smile_-)_smile_h_nm_np1_fr_med_0.mp4,193
dataset_root/hmdb51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_le_med_2.mp4,186
dataset_root/hmdb51/pullup/girl_pull_ups_fitness_exercise_pullups_pullup_f_cm_np1_fr_med_2.mp4,184
dataset_root/hmdb51/golf/Golfswing_golf_f_cm_np1_fr_goo_0.mp4,207
dataset_root/hmdb51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0.mp4,183
dataset_root/hmdb51/shoot_ball/LearnToShootFromTheMaster_shoot_ball_f_nm_np1_ba_med_5.mp4,175
dataset_root/hmdb51/climb/Janini_an_der_Kletterwand_climb_f_cm_np1_ba_med_2.mp4,194
dataset_root/hmdb51/kick/THE_PROTECTOR_kick_f_cm_np2_ri_med_81.mp4,185
dataset_root/hmdb51/run/HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ri_bad_32.mp4,212
dataset_root/hmdb51/jump/RATRACE_jump_f_nm_np1_ba_bad_29.mp4,188
dataset_root/hmdb51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_le_med_13.mp4,222
dataset_root/hmdb51/walk/Oceans11_walk_u_cm_np1_fr_med_1.mp4,181
dataset_root/hmdb51/dribble/Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_3.mp4,211
dataset_root/hmdb51/handstand/Handstand_tutorial_1_handstand_f_nm_np1_ri_med_0.mp4,209
dataset_root/hmdb51/golf/Sergio_Garcia_-_Southern_Hills_#15_IRON_golf_f_cm_np1_ri_med_0.mp4,207
dataset_root/hmdb51/pour/Intro_to_Bartending_-_Lesson_2-Highball_Drinks_pour_u_nm_np1_ri_med_2.mp4,195
dataset_root/hmdb51/push/Joel_Pushing_Box_push_f_cm_np1_ba_bad_1.mp4,198
dataset_root/hmdb51/run/Return_of_the_King_12_run_f_cm_np1_fr_med_1.mp4,212
dataset_root/hmdb51/brush_hair/atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0.mp4,216
dataset_root/hmdb51/draw_sword/DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_0.mp4,183
dataset_root/hmdb51/sword_exercise/Samurai_Sword_Techniques_-_Samurai_Sword_Slashes_sword_exercise_f_nm_np2_fr_med_4.mp4,180
dataset_root/hmdb51/punch/BoxingTipsHowtoBuildPunchingPower_punch_u_cm_np1_fr_goo_2.mp4,223
dataset_root/hmdb51/shake_hands/d173_graveyard_call_price_giving_ceremony_shake_hands_f_cm_np2_le_med_0.mp4,192
dataset_root/hmdb51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_15.mp4,188
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_le_med_30.mp4,187
dataset_root/hmdb51/wave/Hitch_Part_2_wave_h_nm_np1_fr_goo_12.mp4,210
dataset_root/hmdb51/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_2.mp4,196
dataset_root/hmdb51/shoot_bow/ArcherShootsFOBArrowat100Yards_shoot_bow_u_nm_np1_fr_med_0.mp4,189
dataset_root/hmdb51/sit/CastAway1_sit_f_nm_np1_le_med_25.mp4,182
dataset_root/hmdb51/eat/CharlieAndTheChocolateFactory_eat_h_nm_np1_fr_goo_21.mp4,220
dataset_root/hmdb51/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3.mp4,214
dataset_root/hmdb51/shake_hands/Prize_Giving_Ceremony_1_shake_hands_f_cm_np1_ri_med_0.mp4,192
dataset_root/hmdb51/cartwheel/Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_5.mp4,214
dataset_root/hmdb51/chew/Bubble_Blowing_Bubble_Gum_chew_h_nm_np1_fr_bad_0.mp4,205
dataset_root/hmdb51/walk/The_Fugitive_5_walk_f_cm_np1_fr_med_4.mp4,181
dataset_root/hmdb51/shoot_bow/ArcherySVK_shoot_bow_u_cm_np1_fr_med_0.mp4,189
dataset_root/hmdb51/somersault/Ger_teturnen_Pr_fung_-_G_S_somersault_f_cm_np1_ri_med_1.mp4,179
dataset_root/hmdb51/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_3.mp4,176
dataset_root/hmdb51/walk/LittleChildren_walk_f_cm_np1_fr_med_3.mp4,181
dataset_root/hmdb51/shoot_bow/Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_cm_np1_ri_med_4.mp4,189
dataset_root/hmdb51/sit/TrumanShow_sit_f_nm_np1_le_med_37.mp4,182
dataset_root/hmdb51/run/prelinger_they_grow_up_so_fast_1_run_f_cm_np1_ri_med_14.mp4,212
dataset_root/hmdb51/push/Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_0.mp4,198
dataset_root/hmdb51/sword_exercise/Kuroda_Sensei_Iai_do_sword_exercise_f_cm_np1_le_bad_3.mp4,180
dataset_root/hmdb51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_le_bad_2.mp4,186
dataset_root/hmdb51/kick_ball/metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_7.mp4,186
dataset_root/hmdb51/dribble/World_Record_Basketball_Dribbler_dribble_f_cm_np1_le_med_2.mp4,211
dataset_root/hmdb51/stand/SweeneyTodd_stand_f_nm_np1_ri_bad_13.mp4,208
dataset_root/hmdb51/eat/IamLegend_eat_u_nm_np1_fr_med_15.mp4,220
dataset_root/hmdb51/turn/A_Beautiful_Mind_6_turn_f_cm_np1_le_med_6.mp4,191
dataset_root/hmdb51/hit/TheBoondockSaints_hit_u_nm_np1_le_bad_104.mp4,197
dataset_root/hmdb51/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3.mp4,176
dataset_root/hmdb51/sword/Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_sword_f_cm_np2_ri_med_4.mp4,221
dataset_root/hmdb51/ride_horse/ChelseaLately-Chelsea_ride_horse_f_cm_np1_le_med_7.mp4,203
dataset_root/hmdb51/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_40.mp4,185
dataset_root/hmdb51/drink/MeettheFockers_drink_u_cm_np1_fr_goo_4.mp4,213
dataset_root/hmdb51/chew/chewing_bubble_gum_chew_h_cm_np1_ri_bad_2.mp4,205
dataset_root/hmdb51/turn/KUNG_FU_HUSTLE_turn_u_cm_np1_ba_med_24.mp4,191
dataset_root/hmdb51/laugh/Charlie_Can_t_Stop_Laughing_laugh_u_cm_np1_fr_goo_2.mp4,215
dataset_root/hmdb51/climb_stairs/treppensteigen_1_climb_stairs_f_cm_np2_fr_med_0.mp4,201
dataset_root/hmdb51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_4.mp4,188
dataset_root/hmdb51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_8.mp4,186
dataset_root/hmdb51/ride_horse/Mylifehorseriding_ride_horse_f_cm_np1_fr_med_3.mp4,203
dataset_root/hmdb51/pour/Drink_#18_-_Apple_martini_pour_u_nm_np1_fr_goo_0.mp4,195
dataset_root/hmdb51/chew/Loud_Chewing_chew_u_cm_np1_fr_med_0.mp4,205
dataset_root/hmdb51/situp/Ab_Workout__(_6_pack_abs_)_[_ab_exercises_for_ripped_abs_]_situp_f_nm_np1_le_goo_1.mp4,206
dataset_root/hmdb51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_9.mp4,222
dataset_root/hmdb51/sword/Medieval_knight_fight_sword_f_cm_np1_ri_med_4.mp4,221
dataset_root/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_0.mp4,196
dataset_root/hmdb51/walk/TheLastManOnearth_walk_f_nm_np1_fr_bad_31.mp4,181
dataset_root/hmdb51/eat/The_Matrix_3_eat_h_nm_np1_fr_goo_12.mp4,220
dataset_root/hmdb51/run/Two_Towers_1_run_f_cm_np2_fr_med_4.mp4,212
dataset_root/hmdb51/sword/Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_sword_f_nm_np6_ri_med_2.mp4,221
dataset_root/hmdb51/shoot_ball/SarahPlayingBasketBall_shoot_ball_f_cm_np1_le_med_0.mp4,175
dataset_root/hmdb51/situp/Britney_Spears__Ab_Workout_Revealed_Video_situp_f_cm_np1_ri_goo_0.mp4,206
dataset_root/hmdb51/handstand/Tiago_andando_com_as_maos_no_TG_handstand_f_cm_np1_fr_bad_0.mp4,209
dataset_root/hmdb51/pour/Bar_Basics_-_How_to_Pour_Liquor_Accurately_by_Counting_pour_u_cm_np1_fr_med_1.mp4,195
dataset_root/hmdb51/fall_floor/KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_med_50.mp4,218
dataset_root/hmdb51/situp/How_To_Workout_On_Vacation_-_How_to_Do_Crunches_Exercises_on_Vacation_situp_f_nm_np1_le_goo_1.mp4,206
dataset_root/hmdb51/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_0.mp4,176
dataset_root/hmdb51/pick/AboutABoy_pick_h_nm_np1_le_goo_9.mp4,174
dataset_root/hmdb51/climb_stairs/Treppen_steigen_climb_stairs_f_cm_np1_ri_bad_1.mp4,201
dataset_root/hmdb51/run/THE_PROTECTOR_run_f_cm_np1_ba_med_13.mp4,212
dataset_root/hmdb51/stand/SweeneyTodd_stand_u_cm_np1_fr_bad_38.mp4,208
dataset_root/hmdb51/shake_hands/Pittsburgh_Penguins_Awards_Ceremony_2009_shake_hands_u_cm_np2_le_med_1.mp4,192
dataset_root/hmdb51/golf/9_Iron_From_160_Yards_golf_f_cm_np1_ri_goo_0.mp4,207
dataset_root/hmdb51/climb_stairs/Sports_Training_-_Speed_Workouts_-_Stair_Running_climb_stairs_f_nm_np1_ba_med_0.mp4,201
dataset_root/hmdb51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_3.mp4,186
dataset_root/hmdb51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_7.mp4,207
dataset_root/hmdb51/sword_exercise/HIGHLANDER_III_-_LOREENA_MCKENNITT_-_BONNY_PORTMORE_(HIGHLANDER_SCENES)_sword_exercise_u_cm_np1_fr_med_1.mp4,180
dataset_root/hmdb51/cartwheel/How_to_do_a_Cartwheel_cartwheel_f_nm_np1_ri_med_0.mp4,214
dataset_root/hmdb51/jump/le_parkour_kl_jump_l_nm_np1_le_bad_1.mp4,188
dataset_root/hmdb51/kiss/TVs_Best_Kisses_Top_50-_(40_to_31)_kiss_h_nm_np2_le_med_2.mp4,204
dataset_root/hmdb51/somersault/Philli_beim_Bodenturnen_somersault_f_cm_np1_ri_bad_0.mp4,179
dataset_root/hmdb51/laugh/Chipmunk_Laugh_laugh_u_cm_np1_fr_med_0.mp4,215
dataset_root/hmdb51/smoke/nice_smoking_girl_smoke_h_nm_np1_le_med_2.mp4,190
dataset_root/hmdb51/ride_horse/Fellowship_2_ride_horse_f_cm_np1_le_med_4.mp4,203
dataset_root/hmdb51/drink/The_Matrix_3_drink_h_nm_np1_ri_goo_11.mp4,213
dataset_root/hmdb51/run/BLACK_HAWK_DOWN_run_f_nm_np1_ba_med_32.mp4,212
dataset_root/hmdb51/golf/Sergio_Garcia_golf_f_cm_np1_ri_med_0.mp4,207
dataset_root/hmdb51/punch/PracticingBoxingonaDoubleEndBag-LeadRightwithaHook_punch_u_nm_np1_fr_med_2.mp4,223
dataset_root/hmdb51/sit/IndianaJonesandTheTempleofDoom_sit_u_nm_np1_fr_med_0.mp4,182
